genres,app_name,release_date,tags,item_id,playtime_forever
['Simulation'],FSX: Steam Edition - Oban Airport (EGEO) Add-On,2015,['Simulation'],352182,0
"['Action', 'Indie', 'Sports', 'Early Access']",Soccer Rage,2015,"['Early Access', 'Sports', 'Action', 'Indie', 'Football', 'Horror', 'Soccer']",356510,1
"['Action', 'Adventure', 'Indie', 'RPG']","I, Gladiator - Kolhid Sword",2015,"['Action', 'Adventure', 'RPG', 'Indie']",359530,0
"['Simulation', 'Strategy']",RESCUE 2: Everyday Heroes,2015,"['Strategy', 'Simulation', 'Tactical', 'Singleplayer', 'RTS', 'Education']",339210,808
"['Action', 'Indie']",ZombieRun,2015,"['Action', 'Indie', 'Platformer', 'Zombies']",358840,5
"['Adventure', 'Indie', 'Strategy']",Rolling Sun,2015,"['Indie', 'Adventure', 'Platformer', 'Casual', 'Singleplayer', 'Strategy', 'Puzzle', 'Anime', ""Shoot 'Em Up"", 'Arcade', 'Difficult', 'Family Friendly']",371670,83
"['Indie', 'RPG']",The Enchanted Cave 2,2015,"['RPG', 'Indie', 'Dungeon Crawler', 'Pixel Graphics', 'Rogue-like', 'Singleplayer', 'Casual', '2D']",368610,511
['Simulation'],FSX: Steam Edition - Piper Pacer 180 Add-On,2015,['Simulation'],364325,0
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Stonehearth,2015,"['Early Access', 'City Builder', 'Sandbox', 'Building', 'Strategy', 'Survival', 'Simulation', 'Voxel', 'Crafting', 'Indie', 'Singleplayer', 'Open World', 'RPG', 'Cute', 'Management', 'Fantasy', 'Adventure', 'God Game', 'RTS', 'Multiplayer']",253250,524
"['Indie', 'Simulation', 'Sports', 'Strategy']",Football Tactics Demo,2015,"['Strategy', 'Simulation', 'Sports', 'Indie']",375890,0
"['Casual', 'Indie', 'Racing']",Spheritis,2015,"['Racing', 'Indie', 'Casual']",314050,0
"['Action', 'Indie']",Vektor Wars,2015,"['Indie', 'Action', 'Retro', 'FPS', 'Cyberpunk']",365760,2
"['Action', 'Casual', 'Indie']",Spooky Cats,2015,"['Action', 'Casual', 'Indie', 'Platformer', 'Dark', 'Dark Comedy', 'Dark Humor', 'Puzzle-Platformer', 'Horror', 'Cute', 'Singleplayer', 'Female Protagonist']",372210,223
"['Adventure', 'Indie', 'Strategy']",Parcel Demo,2015,"['Strategy', 'Adventure', 'Indie']",374890,0
"['Indie', 'Simulation', 'Strategy']",AdvertCity Soundtrack,2014,"['Strategy', 'Indie', 'Simulation', 'Cyberpunk', 'Dystopian', 'Post-apocalyptic', 'Noir']",366130,0
"['Action', 'Casual', 'Indie', 'RPG', 'Strategy']",You Must Build A Boat,2015,"['Casual', 'Indie', 'Strategy', 'Action', 'Match 3', 'RPG', 'Pixel Graphics', 'Puzzle', 'Singleplayer']",290890,286
"['Action', 'Indie']",Duck Game,2015,"['Multiplayer', 'Action', 'Pixel Graphics', 'Funny', 'Local Multiplayer', '2D', 'Platformer', '4 Player Local', 'Indie', 'Retro', 'Great Soundtrack', 'Comedy', 'Shooter', 'Fast-Paced', 'Memes', 'Competitive', 'Local Co-Op', 'Co-op', 'Casual', '1980s']",312530,1921
['Action'],Call of Duty®: Advanced Warfare - Lagoon Personalization Pack,2015,['Action'],343593,0
['Action'],Call of Duty®: Advanced Warfare - Tiki Personalization Pack,2015,['Action'],343591,0
"['Action', 'Indie', 'Strategy']",The Masterplan,2015,"['Indie', 'Action', 'Heist', 'Strategy', 'Top-Down', 'Crime', 'Tactical', 'Stealth', 'Singleplayer', '2D', 'Retro', 'Great Soundtrack', 'Loot', 'Puzzle']",313080,58
['Action'],Call of Duty®: Advanced Warfare - Backdraft Personalization Pack,2015,['Action'],343592,0
['Action'],Call of Duty®: Advanced Warfare - Psychedelic Personalization Pack,2015,['Action'],343594,0
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities']",Spriter: Game Effects Pack,2015,"['Design & Illustration', 'Utilities', 'Animation & Modeling']",333770,0
"['Action', 'Casual']",Fury Of The Gods,2015,"['Action', 'Casual', 'Tower Defense']",373460,41
"['Adventure', 'Casual', 'Indie']",D4: Dark Dreams Don’t Die -Season One-,2015,"['Adventure', 'Great Soundtrack', 'Story Rich', 'Quick-Time Events', 'Mystery', 'Detective', 'Comedy', 'Point & Click', 'Episodic', 'Casual', 'Funny', 'Indie', 'Singleplayer', 'Atmospheric', 'Cinematic', 'Time Travel', 'Anime', 'Horror', 'Cartoon', 'Comic Book']",358090,278
"['Adventure', 'Casual', 'Indie']",D4: Special Costume Set -12 Beers-,2015,"['Adventure', 'Indie', 'Casual']",373560,0
"['Adventure', 'Casual', 'Indie']",D4: Mini Soundtrack,2015,"['Indie', 'Casual', 'Adventure']",372510,0
"['Adventure', 'Casual', 'Indie']",D4: Special Art Book,2015,"['Adventure', 'Indie', 'Casual']",372511,0
"['Adventure', 'Casual', 'Indie']",D4: Season One Voice Over Script,2015,"['Adventure', 'Indie', 'Casual']",372512,0
"['Action', 'Casual', 'Indie']",Tiki Man,2015,"['Action', 'Casual', 'Indie', 'Pixel Graphics', 'Singleplayer']",376920,8
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Utilities', 'Early Access']",Shoot 'Em Up Kit,2015,"['Early Access', 'Utilities', 'Animation & Modeling', 'Education', 'Design & Illustration', ""Shoot 'Em Up"", 'Game Development', 'Software', 'Action', 'Indie']",369190,17
"['Action', 'Indie', 'RPG']",Legend of Dungeon Original Soundtrack,2015,"['Action', 'RPG', 'Indie']",255240,0
['Indie'],Way to Go!,2015,"['Indie', 'Puzzle']",336230,0
['Indie'],Way to Go! Demo,2015,['Indie'],337830,0
['Indie'],Rolling Shapes,2015,"['Indie', 'Puzzle', 'Sci-fi', 'Difficult', 'Singleplayer']",371280,0
"['Action', 'Indie']",Aero's Quest,2015,"['Action', 'Indie', 'Side Scroller', 'Platformer', 'Puzzle-Platformer']",367780,107
"['Action', 'Casual', 'Indie']",Chicken Invaders 3,2015,"['Action', 'Indie', 'Casual', ""Shoot 'Em Up""]",377460,47
"['Action', 'Adventure', 'Indie', 'RPG']",Titanis,2015,"['Action', 'Adventure', 'Indie', 'RPG']",365060,91
"['Simulation', 'Strategy']",Content Pack - Europa Universalis IV: Common Sense,2015,"['Strategy', 'Simulation', 'Grand Strategy', 'Open World']",373150,0
"['Simulation', 'Strategy']",Expansion - Europa Universalis IV: Common Sense,2015,"['Strategy', 'Simulation', 'Open World', 'Grand Strategy']",338163,0
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",Hero Siege - Amazon (Class),2015,"['Adventure', 'RPG', 'Action', 'Indie', 'Massively Multiplayer']",376660,0
"['Simulation', 'Strategy']",Europa Universalis IV: Common Sense E-Book,2015,"['Strategy', 'Simulation']",373160,0
['Action'],Klassic Pack 1,2015,['Action'],351554,0
['Action'],Tanya,2015,['Action'],351551,0
"['Casual', 'Indie']",Fox & Flock,2015,"['Casual', 'Indie', 'Puzzle', 'Horror']",377760,16
"['Casual', 'Simulation']",Rocksmith® 2014 – Brian Setzer - “Rock This Town”,2015,"['Casual', 'Simulation']",342852,0
"['Indie', 'Strategy']",Galactic Inheritors,2015,"['Strategy', 'Space', '4X', 'Indie', 'Sci-fi', 'Grand Strategy']",322540,54
"['Casual', 'Simulation']",Rocksmith® 2014 – Queen - “Crazy Little Thing Called Love”,2015,"['Casual', 'Simulation']",342853,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Carl Perkins - “Blue Suede Shoes”,2015,"['Casual', 'Simulation']",342854,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Gene Vincent and His Blue Caps - “Be-Bop-A-Lula”,2015,"['Casual', 'Simulation']",342855,0
"['Action', 'Adventure']",GTA Online: Shark Cash Cards,2015,"['Action', 'Adventure', 'Open World', 'Multiplayer', 'Racing', 'Shooter', 'First-Person', 'Crime', 'FPS', 'Singleplayer', 'Free to Play', 'Online Co-Op', 'Sexual Content', 'Massively Multiplayer', 'Funny', 'Nudity', 'Third Person', 'Atmospheric']",376850,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Rockabilly Song Pack,2015,"['Casual', 'Simulation']",342857,0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",FREE China Theme Pack,2015,"['Adventure', 'RPG', 'Indie', 'Casual', 'Simulation']",370880,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Ricky Nelson - “Hello Mary Lou (Goodbye Heart)”,2015,"['Casual', 'Simulation']",342856,0
"['Action', 'Adventure']",Alone in the Dark: Illumination™,2015,"['Action', 'Adventure', 'Horror', 'Co-op', 'Multiplayer', 'Survival Horror', 'Shooter', 'Illuminati', 'Lovecraftian', 'Third Person', 'Singleplayer']",275060,236
['Simulation'],US Diesel Lokomotiven - Set 1,2015,['Simulation'],335490,0
['Simulation'],US Diesel Lokomotiven - Set 2,2015,['Simulation'],335491,0
['Simulation'],"Modellset 1 - Bahnhof, Häuser, Scheunen",2015,['Simulation'],335492,0
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",TERA: Totes the Portable Pet Bank,2015,"['Massively Multiplayer', 'Action', 'Adventure', 'RPG', 'Free to Play']",377180,0
"['Action', 'Indie']",Avalanche 2: Super Avalanche,2015,"['Action', 'Indie', 'Arcade', 'Local Co-Op', 'Fast-Paced', 'Platformer']",351250,26
['Strategy'],Grey Goo - Emergence Campaign,2015,"['Strategy', 'RTS', 'Sci-fi']",357180,0
"['Casual', 'Indie', 'Simulation', 'Strategy']",Sierra Ops Demo,2016,"['Simulation', 'Strategy', 'Indie', 'Casual', 'Visual Novel', 'Singleplayer', 'Anime']",379030,0
"['Action', 'Casual', 'Indie']",Miner Warfare,2012,"['Indie', '4 Player Local', 'Local Multiplayer', 'Casual', 'Action']",354620,13
"['Action', 'Adventure', 'Indie']",Son of Nor Item: Moon's Touch Bracer,2015,"['Action', 'Adventure', 'Indie']",338700,0
"['Action', 'Adventure', 'Indie']",Son of Nor Item: Diadem of Nor,2015,"['Action', 'Adventure', 'Indie']",338690,0
"['Action', 'Adventure']",LEGO® Jurassic World,2015,"['LEGO', 'Dinosaurs', 'Adventure', 'Open World', 'Action', 'Funny', 'Comedy', 'Multiplayer', 'Co-op', 'Singleplayer', 'Family Friendly', 'Puzzle', 'Local Co-Op', 'Third Person', 'Movie', 'Historical', 'Atmospheric', 'Building', 'Simulation', 'Controller']",352400,35
"['Action', 'Adventure', 'Indie']",Son of Nor: Warriors of Nor,2015,"['Action', 'Adventure', 'Indie']",336900,0
['Adventure'],Journey Of The Light - Soundtrack,2015,"['Adventure', 'Indie', 'Casual', 'Puzzle', 'Singleplayer']",379620,0
"['Indie', 'Strategy']",100% Orange Juice - Krila & Kae Character Pack,2015,"['Strategy', 'Indie', 'Anime', 'Cute', 'Turn-Based', 'Board Game', 'Multiplayer']",376200,0
['Action'],5 Blue Orbs,2015,['Action'],359494,0
"['Action', 'Indie']",Ice Cream Surfer,2015,"['Indie', 'Action', ""Shoot 'Em Up""]",361560,11
['Indie'],Super Star Path Soundtrack,2015,"['Indie', 'Music', 'Arcade', 'Retro', ""Shoot 'Em Up""]",378910,0
"['Action', 'Adventure', 'Indie', 'Early Access']",Second Warfare,2015,"['Early Access', 'Action', 'Adventure', 'Indie']",372740,0
"['Free to Play', 'Massively Multiplayer', 'RPG']",Echo of Soul,2015,"['Free to Play', 'RPG', 'MMORPG', 'Massively Multiplayer', 'Fantasy', 'Anime', 'Open World', 'Multiplayer', 'Action', 'Adventure', 'PvP', 'Third Person', 'Online Co-Op', 'FPS']",290140,412
['Casual'],Atlantic Quest Solitaire,2015,"['Casual', 'Card Game']",379260,8
"['Action', 'Indie']",Super Star Path,2015,"['Action', 'Indie', ""Shoot 'Em Up"", 'Arcade', 'Colorful', 'Retro', 'Pixel Graphics', 'Puzzle', '2D', 'Great Soundtrack', 'Singleplayer', 'Match 3', 'Difficult', 'Sci-fi', ""1990's"", '1980s', 'Bullet Hell']",375120,203
['Indie'],Koala Kids,2015,"['Indie', 'Retro', 'Puzzle-Platformer', 'Level Editor', 'Local Co-Op', 'Platformer', 'Pixel Graphics', 'Puzzle']",381870,31
"['Action', 'Indie']",Tcheco in the Castle of Lucio,2015,"['Action', 'Indie', 'Retro', 'Platformer', 'Difficult', 'Funny', 'Pixel Graphics']",377600,257
"['Indie', 'RPG', 'Strategy']",Shadowrun 5th Edition Rules pdf,2015,"['Strategy', 'RPG', 'Indie']",377730,0
['Casual'],Mahjong Pretty Girls Battle : School Girls Edition,2015,"['Casual', 'Anime', 'Board Game']",379960,50
"['Casual', 'Indie']",Electric Circuit,2015,"['Indie', 'Casual', 'Puzzle']",360850,25
['Simulation'],FSX: Steam Edition - Stornoway Airport (EGPO) Add-On,2015,['Simulation'],352183,0
['Simulation'],FSX: Steam Edition - Piper PA-38 Tomahawk II Add-On,2015,['Simulation'],355641,0
['Simulation'],FSX: Steam Edition - R66 Turbine Add-On,2015,['Simulation'],364321,0
['Simulation'],Train Simulator: DB BR 120 Loco Add-On,2015,['Simulation'],277776,0
['Simulation'],Eaos Wagon Pack,2015,['Simulation'],326006,0
"['Casual', 'Free to Play', 'Indie', 'RPG']",Spandex Force: Champion Rising Demo,2015,"['RPG', 'Indie', 'Casual', 'Free to Play', 'Match 3', 'Comedy']",380720,0
"['Casual', 'Indie', 'RPG']",Spandex Force: Champion Rising,2015,"['RPG', 'Indie', 'Casual', 'Match 3', 'Comedy']",380560,189
"['Adventure', 'Casual', 'Indie', 'Simulation']",Area-X,2013,"['Indie', 'Visual Novel', 'Simulation', 'Adventure', 'Casual', 'Anime', 'Female Protagonist', 'Otome']",350550,0
"['Action', 'Adventure', 'Indie']",Glass Wing Demo,2015,"['Indie', 'Action', 'Adventure']",382580,0
"['Action', 'Adventure', 'Indie']",Glass Wing,2015,"['Adventure', 'Action', 'Indie', 'Puzzle-Platformer', 'Female Protagonist', 'Horror', 'Psychological Horror', '3D Platformer']",382570,5
"['Action', 'Indie', 'RPG']",Icarus-X: Tides of Fire,2015,"['Indie', 'Action', 'RPG', ""Shoot 'Em Up"", 'Bullet Hell', 'Loot', 'Casual']",375000,225
"['Adventure', 'Indie', 'Strategy']",Fort Meow,2015,"['Strategy', 'Indie', 'Adventure', 'Tower Defense', 'Cute']",352070,65
"['Action', 'Casual', 'Free to Play', 'RPG', 'Simulation', 'Strategy']",HIS - [Kalinin K-7] Julia Mackin Pack,2015,"['Strategy', 'Action', 'RPG', 'Casual', 'Simulation', 'Free to Play']",369507,0
"['Action', 'Casual', 'Free to Play', 'RPG', 'Simulation', 'Strategy']",HIS - [BV P188] Julia Mackin Pack,2015,"['Strategy', 'Action', 'RPG', 'Casual', 'Simulation', 'Free to Play']",369508,0
['Simulation'],Train Simulator: Weardale & Teesdale Network Route Add-On,2015,['Simulation'],277777,0
"['Action', 'Indie']",Streets of Fury EX,2015,"['Action', 'Co-op', 'Indie', ""Beat 'em up"", 'Local Co-Op', '4 Player Local', '2D', 'Multiplayer', 'Controller', 'Funny', 'Co-op Campaign', '2D Fighter', 'Singleplayer', 'Arcade', 'Comedy', 'Local Multiplayer', 'Side Scroller', 'Retro', 'Great Soundtrack', 'Spectacle fighter']",350910,40
"['Free to Play', 'Indie', 'Strategy']",Epic Arena - Uniform Colors Pack,2015,"['Strategy', 'Free to Play', 'Indie']",375590,0
['Simulation'],Train Simulator: BR Class 105 DMU Add-On,2015,['Simulation'],277778,0
"['Free to Play', 'Indie', 'Strategy']",Epic Arena - Spyglass,2015,"['Strategy', 'Free to Play', 'Indie']",375610,0
"['Casual', 'Indie']",Blockwick 2,2015,"['Indie', 'Casual', 'Puzzle']",377660,151
"['Action', 'Indie', 'RPG', 'Simulation', 'Early Access']",DinoSystem,2015,"['Early Access', 'Simulation', 'Dinosaurs', 'Survival', 'RPG', 'Action', 'Indie', 'Top-Down', 'Singleplayer']",373750,1581
"['Casual', 'Simulation', 'Sports']",Hot Pinball Thrills,2015,"['Casual', 'Simulation', 'Sports', 'Pinball']",373810,3
"['Casual', 'Simulation', 'Sports']",Soccer Pinball Thrills,2015,"['Casual', 'Simulation', 'Sports', 'Pinball']",373820,0
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Early Access']",Nomad,2015,"['Early Access', 'Free to Play', 'Survival', 'Multiplayer', 'Zombies', 'Open World', 'Adventure', 'Crafting', 'Action', 'Casual', 'Indie', 'FPS', 'First-Person', 'Shooter', 'Co-op', 'Pixel Graphics', 'Singleplayer', 'Post-apocalyptic', 'Atmospheric', 'Horror']",378370,220
"['Action', 'Adventure', 'Indie']",CDF Ghostship,2015,"['Action', 'Adventure', 'Indie', 'FPS', 'Horror', 'Space', 'Sci-fi', 'Survival Horror', 'Open World', 'Survival', 'Zombies', 'Aliens']",263640,921
Sin dato,All Is Dust,0,"['Free to Play', 'Horror', 'Survival', 'First-Person', 'Multiplayer', 'Adventure', 'Singleplayer', 'Survival Horror', 'Walking Simulator', 'Dark', 'Open World', 'Indie', 'Action', 'Zombies', 'Short', 'VR', 'Co-op', 'FPS', 'Massively Multiplayer', 'Comedy']",373330,106
"['Indie', 'RPG', 'Strategy']",Age of Fear: The Undead King,2011,"['RPG', 'Indie', 'Strategy', 'Turn-Based', 'Singleplayer', 'Fantasy', 'Dark Fantasy', 'Turn-Based Tactics', 'Tactical RPG', 'Strategy RPG', 'Turn-Based Strategy', 'Tactical', 'Story Rich', 'Zombies', 'Turn-Based Combat', 'Great Soundtrack', 'CRPG', 'Difficult', 'Perma Death', 'Rogue-like']",351480,475
"['Adventure', 'Casual']",Lost Lands: Dark Overlord,2015,"['Adventure', 'Casual', 'Hidden Object', 'Point & Click']",377450,500
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Combat Cats,2015,"['Casual', 'Indie', 'Action', 'Adventure', 'RPG', 'Strategy', 'Puzzle', 'Match 3']",350610,5
"['Action', 'Adventure', 'Casual', 'Indie']",Action Alien,2015,"['Indie', 'Action', 'Casual', 'Adventure', 'FPS', 'Aliens']",382080,54
"['Action', 'Indie']",Color Guardians Demo,2015,"['Action', 'Indie']",377770,0
"['Action', 'Massively Multiplayer', 'Early Access']",Spy Bugs,2015,"['Early Access', 'Action', 'Massively Multiplayer']",366860,4
"['Adventure', 'Casual', 'Indie', 'Simulation']",Gaokao.Love.100Days - Original Soundtrack,2015,"['Casual', 'Simulation', 'Indie', 'Adventure']",378400,0
"['Adventure', 'Casual', 'Indie', 'RPG']",Ashes of Immortality,2015,"['Indie', 'RPG', 'Adventure', 'Casual', 'RPGMaker', 'Fantasy', 'Story Rich']",362130,215
"['Adventure', 'Casual', 'Indie', 'Strategy']",Fort Defense - Atlantic Ocean,2015,"['Strategy', 'Adventure', 'Indie', 'Casual']",363350,0
['Casual'],Puzzle Expedition,2015,"['Casual', 'Puzzle']",355670,0
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",Yargis - Soundtrack / Artwork,2015,"['Strategy', 'Action', 'Adventure', 'Indie', 'Casual', 'Simulation']",383610,0
"['Indie', 'Racing', 'Simulation', 'Sports']",SHOFER Race Driver,2015,"['Racing', 'Indie', 'Sports', 'Simulation']",367700,5
"['Adventure', 'Indie', 'RPG']",Playing History: Vikings,2015,"['Adventure', 'Indie', 'RPG', 'Point & Click', 'Third Person', 'Singleplayer', 'Family Friendly', 'Education', 'Historical']",368760,18
"['Casual', 'Indie', 'Strategy']",Scarab Tales,2015,"['Casual', 'Indie', 'Strategy', 'Puzzle']",370050,40
"['Adventure', 'Indie']",The Adventures of Mr. Bobley,2015,"['Indie', 'Adventure', 'Family Friendly', 'Psychological Horror', 'Puzzle', 'Anime']",375710,475
"['Adventure', 'Indie', 'Simulation', 'Strategy']",Cosmonautica - Soundtrack,2015,"['Strategy', 'Adventure', 'Indie', 'Simulation']",383380,0
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",Luciel's DLC Package,2015,"['Action', 'Free to Play', 'RPG', 'Adventure', 'Massively Multiplayer', 'Casual', 'Anime']",383310,0
"['Free to Play', 'Simulation', 'Strategy']",Anno Online,2013,"['Free to Play', 'Strategy', 'City Builder', 'Simulation', 'Multiplayer', 'Medieval', 'Base Building', 'Building', 'Singleplayer', 'Massively Multiplayer']",336510,222
['Simulation'],D&RGW F7 Add-On Livery,2015,['Simulation'],326005,0
"['Action', 'Strategy']",Battle of Empires : 1914-1918 - Blazing guns,2015,"['Strategy', 'Action']",340620,0
"['Adventure', 'Casual', 'Indie', 'Simulation']",East Tower - Kuon,2013,"['Indie', 'Casual', 'Adventure', 'Simulation', 'Visual Novel', 'Otome', 'Anime']",356550,233
"['Casual', 'Indie', 'Strategy']",Prismatica,2015,"['Strategy', 'Indie', 'Casual', 'Puzzle']",377500,0
"['Casual', 'Indie', 'Racing']",MiniOne Racing,2008,"['Racing', 'Casual', 'Indie', 'Family Friendly']",380000,209
"['Action', 'Indie', 'Simulation']",The Battle of Sol,2015,"['Simulation', 'Action', 'Indie', 'Space', 'Space Sim', 'Sci-fi']",282620,52
"['Action', 'Casual', 'Indie', 'RPG', 'Early Access']",DungeonRift,2015,"['Early Access', 'RPG', 'Indie', 'Casual', 'Action', 'Hack and Slash', 'Comedy', 'Hand-drawn']",375550,5
"['Indie', 'Strategy']",Devouring Stars - Soundtrack,2015,"['Strategy', 'Indie']",384060,0
"['Adventure', 'Casual', 'Indie']",D4: In Game Document Full Unlock Key,2015,"['Adventure', 'Indie', 'Casual']",380910,0
"['Action', 'Casual', 'Indie']",Vindicator: Uprising,2015,"['Indie', 'Casual', 'Action', 'Platformer', 'Pixel Graphics']",367050,2
"['Racing', 'Simulation']",Car Mechanic Simulator 2015 - Trader Pack,2015,"['Simulation', 'Racing']",361842,0
"['Casual', 'Indie', 'Simulation']",Farm Frenzy: Hurricane Season,2015,"['Casual', 'Indie', 'Simulation', 'Female Protagonist', 'Agriculture', 'Relaxing', 'Strategy', 'Cute']",361930,404
"['Casual', 'Indie']",Deadlands Noir - That Old Time Religion,2015,"['Indie', 'Casual', 'Visual Novel', 'Choose Your Own Adventure', 'Noir', 'Story Rich', 'Great Soundtrack', 'Soundtrack', 'Atmospheric', 'Singleplayer', 'Zombies', 'Demons', 'Werewolves']",383670,157
['Indie'],Parcel - Soundtrack,2015,['Indie'],362970,0
['Utilities'],CPUCores :: Maximize Your FPS,2015,"['Utilities', 'Software', 'Singleplayer']",384300,58
"['Animation &amp; Modeling', 'Design &amp; Illustration']",Grand Designer Pro,2015,"['Design & Illustration', 'Animation & Modeling']",383510,0
"['Adventure', 'Casual', 'Indie', 'RPG']",The Amber Throne,2015,"['RPG', 'Adventure', 'RPGMaker', 'Female Protagonist', 'Indie', 'Casual', 'Turn-Based', 'Singleplayer', 'JRPG', 'Hand-drawn', 'Fantasy', 'Story Rich', '2D', 'Atmospheric', 'Retro', 'Anime']",382380,627
Sin dato,Creature Factory 2,2015,"['Tutorial', 'Gaming', 'Game Development']",384420,0
"['Adventure', 'Indie']",Knee Deep - Digital Playbill and Soundtrack,2015,"['Adventure', 'Indie']",372300,0
Sin dato,Knee Deep,0,"['Adventure', 'Indie', 'Mystery', 'Choices Matter', 'Female Protagonist', 'Third Person', 'Dark Humor', 'Noir', 'Crime', 'Dark', 'Story Rich', 'Thriller', 'Funny', 'Singleplayer', 'Narration', 'Mature', 'Atmospheric', 'Casual', 'Satire', 'Great Soundtrack']",371300,14
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",WAKFU - Steel Beak Pack,2015,"['RPG', 'Massively Multiplayer', 'Strategy', 'Adventure', 'Free to Play']",383400,0
['Indie'],Prompt,2015,"['Indie', 'Platformer']",366590,279
Sin dato,Good Game,2014,"['Indie', 'Documentary', 'Gaming']",382620,0
"['Action', 'Casual', 'Indie', 'Early Access']",JamG,2015,"['Early Access', 'Action', 'Indie', 'Casual', 'Puzzle', 'Puzzle-Platformer']",383010,0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - D&D Elemental Evil Player's Companion,2015,"['Strategy', 'RPG', 'Indie']",385570,0
"['Indie', 'RPG', 'Strategy']",Deluxe Upgrade for Shadowrun Chronicles,2015,"['Strategy', 'RPG', 'Indie']",383660,0
"['Casual', 'Indie']",Hook,2015,"['Puzzle', 'Casual', 'Indie', 'Minimalist', 'Short', 'Singleplayer', 'Relaxing', '2D', 'Great Soundtrack', 'Difficult']",367580,13284
"['Action', 'Indie']",oO,2015,"['Indie', 'Action', 'Difficult', 'Minimalist', 'Arcade']",367570,266
"['Action', 'Indie', 'Racing', 'Sports']",Rocket League®,2015,"['Multiplayer', 'Racing', 'Soccer', 'Sports', 'Competitive', 'Team-Based', 'Online Co-Op', 'Football', 'Action', 'Co-op', 'Fast-Paced', 'Funny', 'Local Multiplayer', 'Great Soundtrack', 'Split Screen', 'Local Co-Op', 'Singleplayer', '4 Player Local', 'Casual', 'Indie']",252950,3684
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",SanctuaryRPG: Black Edition - Piano Collection,2015,"['Strategy', 'Action', 'Adventure', 'RPG', 'Indie', 'Casual']",383130,0
"['Action', 'Casual', 'Indie']",TAKEN,2015,"['Casual', 'Action', 'Indie', 'Horror']",359160,10
"['Indie', 'Strategy']",Star Chronicles: Delta Quadrant,2015,"['Strategy', 'Indie', 'Rogue-like']",383330,45
"['Indie', 'RPG', 'Strategy']",Lilly and Sasha: Guardian Angels,2015,"['RPG', 'Indie', 'Strategy', 'RPGMaker']",383520,51
"['Animation &amp; Modeling', 'Video Production']",FaceRig,2015,"['Animation & Modeling', 'Funny', 'Video Production', 'Comedy', 'Simulation', 'Memes', 'Cute', 'Family Friendly', 'Singleplayer', 'Software', 'Indie', 'Fantasy', 'Action', 'Female Protagonist', '3D Vision']",274920,835
"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']","Once Bitten, Twice Dead!",2015,"['Action', 'Adventure', 'Massively Multiplayer', 'Indie', 'Casual', 'RPG', 'Strategy', 'Simulation', 'Zombies']",360590,288
"['Action', 'Indie']",Yatagarasu Attack on Cataclysm,2015,"['Indie', 'Fighting', 'Action', '2D Fighter', 'Anime', 'Great Soundtrack', '2D']",319280,286
"['Casual', 'Indie']",TIMEframe,2015,"['Indie', 'Casual', 'Walking Simulator', 'Atmospheric', 'Exploration', 'Great Soundtrack', 'First-Person', 'Adventure', 'Stylized', 'Short']",340270,52
"['Casual', 'Indie']",TIMEframe Soundtrack,2015,"['Indie', 'Casual']",377170,0
"['Casual', 'Indie']",Two Digits - Soundtrack,2015,"['Indie', 'Casual']",384560,0
"['Casual', 'Simulation']",Rocksmith® 2014 – Volbeat - “Heaven Nor Hell”,2015,"['Casual', 'Simulation']",369773,0
"['Action', 'Indie']",Skullgirls: Robo-Fortune,2015,"['Action', 'Indie', '2D Fighter']",245173,0
Sin dato,How We Got Away With It,2014,"['Thriller', 'Movie', 'Mystery', 'Drama']",382690,0
"['Casual', 'Racing', 'Sports']",Hello Kitty and Sanrio Friends Racing,2015,"['Racing', 'Casual', 'Sports', 'Cute', 'Female Protagonist', 'Survival Horror', 'Anime', 'Post-apocalyptic', 'Family Friendly', 'Gore', 'Memes', 'Illuminati', 'Sexual Content']",370600,0
['Indie'],The Language Game,2015,"['Indie', 'Education']",372720,69
"['Action', 'Casual', 'Indie', 'Strategy']",Infinium Strike Demo,2016,"['Action', 'Indie', 'Strategy', 'Casual']",384670,0
"['Adventure', 'Casual', 'Indie', 'RPG']",Moonchild - Deluxe Contents,2015,"['Adventure', 'RPG', 'Indie', 'Casual', 'RPGMaker']",372200,0
